ticker,company_name,year,target,source_class,ttc_logit,ttc_ensemble,ttc_best_model
002195.SZ,STONEHILL TECHNOLOGY,2018,0,active,0.0014588280520614423,0.0,Random Forest
002195.SZ,STONEHILL TECHNOLOGY,2019,0,active,0.0025260602237186422,0.0,Random Forest
002195.SZ,STONEHILL TECHNOLOGY,2020,0,active,0.002128855260300442,0.0,Random Forest
002195.SZ,STONEHILL TECHNOLOGY,2021,0,active,0.00478552390185866,0.0025,Random Forest
002195.SZ,STONEHILL TECHNOLOGY,2022,0,active,0.0018767272353274976,0.0,Random Forest
002195.SZ,STONEHILL TECHNOLOGY,2023,0,active,0.0034634969881767747,0.007365231008437283,Random Forest
002195.SZ,STONEHILL TECHNOLOGY,2024,0,active,0.0007905244476573317,0.01237096407829625,Random Forest
002197.SZ,SZZT,2014,0,active,0.0027734266434618327,0.0,Random Forest
002197.SZ,SZZT,2015,0,active,0.0031404942988842678,0.0,Random Forest
002197.SZ,SZZT,2016,0,active,0.0013236647345930715,0.0,Random Forest
002197.SZ,SZZT,2017,0,active,0.006419975319634376,0.0,Random Forest
002197.SZ,SZZT,2018,0,active,0.03151965667888239,0.0,Random Forest
002197.SZ,SZZT,2019,0,active,0.003300478029458329,0.0,Random Forest
002197.SZ,SZZT,2020,0,active,0.0006909892791260554,0.0,Random Forest
002197.SZ,SZZT,2021,0,active,0.0008327601648555142,0.0,Random Forest
002197.SZ,SZZT,2022,0,active,0.0018735583210699245,0.0025,Random Forest
002197.SZ,SZZT,2023,0,active,0.00020350155135482755,0.0,Random Forest
002197.SZ,SZZT,2024,0,active,0.0003252627758510487,0.002465679190751445,Random Forest
002212.SZ,TOPSEC,2014,0,active,0.0006848188603980278,0.0,Random Forest
002212.SZ,TOPSEC,2015,0,active,0.00014997702239037295,0.0,Random Forest
002212.SZ,TOPSEC,2016,0,active,0.0007052111130760911,0.0,Random Forest
002212.SZ,TOPSEC,2017,0,active,0.0016104012277915758,0.0,Random Forest
002212.SZ,TOPSEC,2018,0,active,0.0020193750322494465,0.0,Random Forest
002212.SZ,TOPSEC,2019,0,active,0.0005722052378168211,0.0,Random Forest
002212.SZ,TOPSEC,2020,0,active,0.00014662649120701768,0.0,Random Forest
002212.SZ,TOPSEC,2021,0,active,2.0964347746297715e-05,0.0,Random Forest
002212.SZ,TOPSEC,2022,0,active,8.788711325868589e-06,0.0,Random Forest
002212.SZ,TOPSEC,2023,0,active,2.5357662744611885e-06,0.004948400180202155,Random Forest
002212.SZ,TOPSEC,2024,0,active,4.666492444094009e-06,0.0,Random Forest
002230.SZ,IFLYTEK,2014,0,active,1.2898922830234128e-09,0.0,Random Forest
002230.SZ,IFLYTEK,2015,0,active,1.896736005102192e-07,0.0,Random Forest
002230.SZ,IFLYTEK,2016,0,active,1.3870306879020223e-07,0.0,Random Forest
002230.SZ,IFLYTEK,2017,0,active,9.672427186598846e-07,0.0,Random Forest
002230.SZ,IFLYTEK,2018,0,active,3.47013748995262e-07,0.0,Random Forest
002230.SZ,IFLYTEK,2019,0,active,9.4425653610871e-08,0.0,Random Forest
002230.SZ,IFLYTEK,2020,0,active,1.956415639539853e-07,0.0,Random Forest
002230.SZ,IFLYTEK,2021,0,active,3.4478986133554303e-07,0.0,Random Forest
002230.SZ,IFLYTEK,2022,0,active,1.503623671836258e-07,0.0,Random Forest
002230.SZ,IFLYTEK,2023,0,active,1.3512415808052028e-07,0.0,Random Forest
002230.SZ,IFLYTEK,2024,0,active,2.6021085591841157e-07,0.0,Random Forest
002232.SZ,QIMING INFORMATION,2014,0,active,1.7061966910119704e-05,0.0,Random Forest
002232.SZ,QIMING INFORMATION,2015,0,active,1.6591089851165656e-05,0.0,Random Forest
002232.SZ,QIMING INFORMATION,2016,0,active,0.0005991980315879667,0.0,Random Forest
